66.5979513269218,130.609845926606,1.2
66.8214390527271,129.635139182804,1.2
66.1380587881524,128.905076573167,1.2
65.6862317121369,129.797182112539,1.2
65.3313058524276,128.314187665927,1.2
65.4866315686871,127.326324354599,1.2
65.5175767924979,126.326803272718,1.2
66.1225705630237,125.530573068804,1.2
66.968069790915,126.064549712146,1.2
64.389528979773,128.65042615589,1.2
63.6124366045291,128.021039597138,1.2
62.9897720761153,127.238550693028,1.2
63.6768820083358,126.511997225592,1.2
62.878536554061,125.9097974783,1.2
62.8992461487395,124.910011944953,1.2
63.6186599227159,124.215430184602,1.2
64.2214629835381,125.013320195733,1.2
64.627347137774,124.099395662011,1.2
